id,latitude,longitude,publicHazardId,nidHeight,eapId,separateStructuresCount,isAssociatedStructureId,distance,jurisdictionAuthorityId,damLength,maxStorage,maxDischarge,spillwayWidth,numberOfLocks,huc8,drainageArea,Owner_Private,Owner_Public_Utility,Owner_Federal,Owner_State,Owner_Local_Government,Owner_Not_Listed,Owner_Tribe,Purpose_Tailings,Purpose_Fire Protection_Stock_Or_Small_Fish_Pond,Purpose_Grade_Stabilization,Purpose_Other,Purpose_Irrigation,Purpose_Navigation,Purpose_Fish_and_Wildlife_Pond,Purpose_Recreation,Purpose_Hydroelectric,Purpose_Debris_Control,Purpose_Water_Supply,Purpose_Flood_Risk_Reduction,Type_Arch,Type_Timber_Crib,Type_Concrete,Type_Other,Type_Multi_Arch,Type_Stone,Type_Roller_Compacted_Concrete,Type_Rockfill,Type_Buttress,Type_Masonry,Type_Earth,Type_Gravity,is_navigation,is_distance_null,hazardLabel
526251,34.5952,-82.083,1,28,3,0,0,30,1,550,222,434.5,14,0,3050108,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,Low
527628,35.16599088,-99.0023738,1,36,3,0,0,5,1,490,154,1984,1,0,11130302,1.59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,Low
473403,41.3864,-95.7593,1,27,3,0,0,10,1,740,120,434.5,14,0,10230006,0.35,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
481511,38.113564,-101.76656,1,22,3,0,0,16,0,550,94,4050,220,0,11030001,3.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,Low
498779,38.71861111,-94.21166667,1,23,3,0,0,0,0,550,86,434.5,0,0,10290108,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
550228,35.866557,-95.299299,3,11,1,0,1,1,0,2050,168128.8,91004,0,0,11070209,12494,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,TRUE,High
466784,41.555535,-73.47168,1,12,2,0,0,0,1,110,76,8,14,0,1100005,0.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,FALSE,FALSE,Low
543116,44.5170784,-72.3781662,2,23,1,0,0,0,1,523,2000,498.5,0,0,4150405,122.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,FALSE,FALSE,Significant
459832,55.317,-160.5064,1,10,3,0,0,0,1,283,105,2000,0,0,19030101,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
496863,38.35393323,-91.42082228,3,30,3,0,0,0,0,430,353,2304.5,0,0,7140103,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,FALSE,FALSE,High
526650,36.74509125,-96.26937913,1,40,3,0,0,8,1,550,400,3700,2,0,11070106,5.445,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,Low
549807,33.945171,-91.08754,2,55,1,0,0,5,0,843,10595,0,465.03,1,8020303,27818,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE,TRUE,Significant
533372,34.2586,-82.0425,3,36,1,0,0,5,1,550,55,2304.5,50,0,3050109,772.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,High
557292,44.3526121,-106.7197611,3,42,1,0,0,0.2,1,580,156,8421,60,0,10090206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,High
480554,41.6935,-91.5949,1,20,3,0,0,0,1,865,55,434.5,14,0,7080209,0.28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
495558,37.52511583,-90.01945089,1,15,3,0,0,0,0,550,88,434.5,0,0,7140107,160,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
532841,33.017,-80.2489,3,15,1,0,0,3.2,1,550,52,2304.5,50,0,3050201,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,High
468871,40.909565,-102.665973,1,38,3,0,0,8,1,1900,1450,350,15.25,0,10190012,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
543611,32.660143,-97.649806,3,26,2,0,0,3,1,550,150,1,60,0,12030102,0.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,High
546904,38.3653,-77.5418,3,33,1,0,0,0,1,345,163,2304.5,50,0,2080104,0.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,High
474650,41.8922,-95.8244,1,43,3,0,0,9,1,390,76,434.5,14,0,10230001,0.38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
480821,41.19,-93.98,1,31,3,0,0,4,1,350,88,434.5,14,0,7100008,0.21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
479828,41.0496,-93.0895,1,30,3,0,0,6,1,800,62,434.5,14,0,7100009,0.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
515242,42.8048,-73.8455,3,30,1,1,0,0,1,1919,27400,91004,465.03,0,2020004,3385,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,TRUE,FALSE,High
558916,41.533143,-73.39006,2,34,2,0,0,0.5,1,425,139,498.5,24,0,1100005,0.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,Significant
539420,38.66820633,-93.2148,1,33,3,0,0,0,1,640,139,434.5,14,0,10270103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
507958,35.4169,-79.7273,1,25,2,0,0,10,1,270,55,82,14,0,3030003,0.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
511446,35.757837,-79.752339,2,28,1,1,0,2,0,361.5,487,50200,288,0,3030003,253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,FALSE,FALSE,Significant
461275,32.655,-87.72667,1,20,2,0,0,1,0,500,144,434.5,0,0,3160113,0.13,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
496678,38.77266517,-91.06197088,1,30,3,0,0,19,0,550,48,434.5,0,0,10300200,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
499001,33.83632466,-88.58095111,1,15,3,0,0,5,1,550,56,434.5,14,0,3160101,69.565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,Low
486525,37.073919,-87.354698,1,30,3,0,0,8,1,420,11.7,434.5,14,0,5110006,0.11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
549503,44.3116603,-90.5753938,1,8,1,0,0,0,1,416,770,400,14,0,7040007,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
527980,45.094993,-101.446657,1,22,3,0,0,0,1,550,280,2150,50,0,10130306,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
557950,47.79792616,-122.34542,3,10,1,0,0,2,1,200,22,19,14,0,17110012,0.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,High
461871,32.38334,-87.38333,1,9,3,0,0,2,0,1788,72.9,434.5,0,0,3150203,0.02,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,Low
487383,37.01556,-87.31634,1,37,3,0,0,38,1,420,2050,434.5,14,0,5110006,7.63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
513561,35.0205,-79.6047,2,24,2,0,0,4,0,550,19.2,498.5,24,0,3040201,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,Significant
530377,41.53833333,-75.86555556,3,24,1,0,0,3.2,1,850,357,2304.5,50,0,2050106,0.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,High
508242,48.5126,-111.6674,1,20,3,0,0,7,1,504,106,434.5,40,0,10030204,10.94,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
494263,42.34728556,-73.18797936,3,39,1,0,0,0.5,1,1800,1930,190,14,0,1100005,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,High
550421,38.28186403,-85.78249644,2,50,1,0,0,1,0,9100,168128.8,91004,0,2,5140101,91170,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRUE,FALSE,Significant
485247,39.488165,-95.70575,1,24,3,0,0,6,0,390,58.09,434.5,54,0,10270103,0.15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,Low
528734,43.754993,-101.611657,1,40,3,0,0,0,1,1400,590,2100,50,0,10140202,19.55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
528658,44.198326,-100.948323,1,33,3,0,0,0,1,700,135,600,24,0,10140102,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
523373,34.520822,-99.246836,1,34,3,0,0,0,0,297,114,293,48,0,11120303,0.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
536273,36.431944,-84.898889,1,27,3,0,0,0,0,221,71,0,0,0,5130104,3.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
517492,40.58277778,-84.39,1,15,1,0,0,2.7,1,10240,492.1,809,24,0,4100004,1.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
470086,32.643611,-84.098333,1,10,3,0,0,3.2,0,720,88,434.5,14,0,3130005,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,Low
547398,48.750877,-119.659356,3,24,1,0,0,5,1,285,593,2304.5,50,0,17020007,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,High
551556,35.1774128,-78.90677989,1,23,1,0,0,15,0,405,175,434.5,14,0,3030004,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
511936,45.95555644,-109.8881861,1,8,3,0,0,19,1,100,526,434.5,8,0,10070002,0.31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
474851,40.6187,-92.3112,1,26,3,0,0,25,1,336,44,434.5,14,0,7110001,0.12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
548303,45.40008,-91.83667,1,20,1,0,0,0,1,175,500,7880,50,0,7050007,142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,FALSE,Low
477984,20.871179,-156.341573,3,42,1,1,0,0.1,1,1320,164.8,72,17,0,20020000,0.09,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,High
489463,46.753333,-67.846667,3,53,1,0,0,3.2,1,390,405,2304.5,4,0,1010004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,TRUE,High
475463,43.3183,-92.8804,1,19,3,1,0,3.2,0,590,139,46500,125,0,7080201,826,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,FALSE,TRUE,Low
460127,32.01,-85.64667,1,13,2,0,0,2,0,415,72,96,0,0,3140202,0.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
525040,45.41025161,-122.6679535,2,34,3,0,0,1,1,120,7000,1400,0,0,17090012,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,Significant
537766,33.65622,-97.706746,1,25,3,0,0,1,0,466,72,434.5,14,0,11130201,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
480023,41.74970643,-85.01713382,3,15,2,0,0,0,1,405,12200,233,0,0,4050001,14.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,High
547214,47.325328,-120.263089,3,19,1,0,0,4,1,440,43,19,14,0,17020010,0.02,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,High
541833,31.538718,-94.314892,1,13,3,0,0,3.2,0,970,305,434.5,14,0,12020005,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,Low
515896,32.447,-107.72662,1,28,3,0,0,6,0,900,53,2649.2,2,0,13030202,9.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,Low
471026,34.206528,-84.61875,1,29,3,0,0,3.2,1,450,91,434.5,14,0,3150104,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,Low
465460,39.606674,-107.660573,3,61,1,0,0,4,1,800,6111,542,15,0,14010005,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,High
460344,31.58167,-88.065,1,35,2,0,0,1,0,315,260,3306,0,0,3160203,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
526766,34.72145519,-96.87742753,1,31,3,0,0,5.6,1,940,462,477,1,0,11090202,1.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,Low
483606,39.064227,-97.26432,1,20,3,0,0,3,0,550,70,434.5,14,0,10260008,0.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,Low
466991,38.935007,-103.432236,1,26,3,0,0,60.01,1,270,24,514,40,0,11020012,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
494109,42.08038564,-71.93494261,1,7,3,0,0,1,1,60,50,434.5,14,0,1100001,2.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,FALSE,TRUE,Low
546223,44.10544968,-72.42980957,2,20,3,0,0,0,1,325,16,498.5,0,0,4150403,6.45,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Significant
542054,47.394045,-122.209814,3,30,1,0,0,3.2,1,900,64,216,14,0,17110013,1.06,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,High
489266,45.151562,-67.285271,1,15,3,0,0,3.2,1,1500,2368,2862,25,0,1050001,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,Low
539538,32.30713,-101.245936,1,24,3,0,0,3.2,0,1440,209,434.5,14,0,12080007,3833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,Low
532408,34.2207,-82.0992,1,19,3,0,0,5,1,550,132,434.5,14,0,3050109,772.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,Low
464495,39.113332,-107.735569,1,20,3,0,0,13,1,500,400,450,10,0,14010005,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
525349,40.798056,-76.190556,3,20,3,0,0,1,0,550,551,2304.5,50,0,2050301,0.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,High
510458,47.19259,-99.80665,1,27,3,0,0,0,1,0,42,434.5,70,0,10130103,0.21,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
492227,39.44111111,-91.1125,2,31,3,0,0,7,0,430,70,154,20,0,7110007,85,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,Significant
479967,38.38929,-90.00859,1,15,2,0,0,0.1,1,1000,105,434.5,1,0,7140204,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
464894,33.4988,-117.5837,3,229,1,0,0,3.2,1,1300,5314,2450,50,0,18070301,0.58,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,High
473669,41.4625,-93.9968,1,25,3,0,0,48,1,385,54,434.5,14,0,7100008,0.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
497928,30.52595439,-89.5086907,1,13,3,0,0,3.2,1,550,306,434.5,14,0,3170009,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,Low
532972,33.7139,-81.7796,3,26,1,0,0,3.2,1,550,22,2304.5,50,0,3050204,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,High
529465,40.52611111,-79.06833333,2,30,2,0,0,3.2,1,413,29,498.5,24,0,5010007,0.14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,Significant
481905,38.86395616,-95.3855378,1,26,3,0,0,3,0,550,32,300,55,0,10270104,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,Low
520160,36.73537301,-99.58462122,1,20,3,0,0,13,1,330,200,434.5,1,0,11050001,0.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
531194,35.031,-82.4556,1,27,3,0,0,5,1,550,81,434.5,14,0,3050109,772.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,Low
477321,41.0022,-93.8085,3,58,1,0,0,3,1,867,2593,2304.5,4,0,7100008,1.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,High
473466,30.661389,-83.703889,1,18,3,0,0,3.2,1,1230,2380,434.5,14,0,3110103,1170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,Low
529748,40.66944444,-80.11055556,2,18,1,0,0,3.2,1,1125,28.9,498.5,24,0,5030105,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,Significant
477954,41.8183,-93.1967,1,39,3,0,0,27,1,910,153,434.5,2,0,7080105,0.11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
492510,38.70525889,-90.64562616,3,29,3,0,0,15,0,550,78,2304.5,0,0,10300200,70,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,High
528514,44.045765,-99.0675,1,26,3,0,0,0,1,285,40,660,60,0,10140105,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,Low
542148,44.50961304,-71.99497986,1,32,3,0,0,0,1,125,150,434.5,0,0,1080102,220,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,FALSE,FALSE,Low
